roll,die1,die2,croupier
2633,1,4,Carey
2634,3,3,Carey
2635,4,2,Carey
2636,2,4,Carey
2637,6,4,Carey
2638,4,6,Carey
2639,2,4,Carey
2640,2,6,Carey
2641,3,5,Carey
2642,4,3,Carey
2643,4,3,Carey
2644,6,1,Carey
2645,2,6,Carey
2646,5,6,Carey
2647,4,4,Carey
2648,2,1,Carey
2649,6,4,Carey
2650,2,1,Carey
2651,2,3,Carey
2652,2,1,Carey
2653,3,6,Carey
2654,4,1,Carey
2655,2,5,Carey
2656,4,5,Carey
2657,4,3,Carey
2658,5,4,Carey
2659,1,3,Carey
2660,4,1,Carey
2661,3,3,Carey
2662,1,5,Carey
2663,6,3,Carey
2664,4,2,Carey
2665,5,3,Carey
2666,3,5,Carey
2667,4,2,Carey
2668,6,6,Carey
2669,3,4,Carey
2670,6,6,Carey
2671,2,4,Carey
2672,1,1,Carey
2673,2,4,Carey
2674,3,3,Carey
2675,1,3,Carey
2676,2,3,Carey
2677,5,6,Carey
2678,3,6,Carey
2679,6,2,Carey
2680,1,5,Carey
2681,6,4,Carey
2682,5,6,Carey
2683,6,6,Carey
2684,4,2,Carey
2685,6,1,Carey
2686,6,2,Carey
2687,2,1,Carey
2688,6,1,Carey
2689,5,1,Carey
2690,4,2,Carey
2691,3,3,Carey
2692,4,1,Carey
2693,1,2,Carey
2694,1,3,Carey
2695,3,2,Carey
2696,4,3,Carey
2697,2,5,Carey
2698,4,2,Carey
2699,6,6,Carey
2700,6,5,Carey
2701,2,5,Kris
2702,6,3,Kris
2703,4,1,Kris
2704,3,5,Kris
2705,6,1,Kris
2706,6,6,Kris
2707,3,1,Kris
2708,1,4,Kris
2709,6,2,Kris
2710,1,4,Kris
2711,4,3,Kris
2712,1,3,Kris
2713,1,4,Kris
2714,6,4,Kris
2715,2,1,Kris
2716,4,6,Kris
2717,4,5,Kris
2718,2,2,Kris
2719,4,3,Kris
2720,1,2,Kris
2721,3,4,Kris
2722,5,1,Kris
2723,2,4,Kris
2724,5,5,Kris
2725,2,2,Kris
2726,4,4,Kris
2727,4,6,Kris
2728,2,4,Kris
2729,1,1,Kris
2730,6,2,Kris
2731,3,4,Kris
2732,3,4,Kris
2733,1,2,Kris
2734,4,6,Kris
2735,6,5,Kris
2736,5,6,Kris
2737,2,4,Kris
2738,1,3,Kris
2739,4,6,Kris
2740,2,2,Kris
2741,2,1,Kris
2742,2,1,Kris
2743,3,4,Kris
2744,1,4,Kris
2745,6,1,Kris
2746,5,5,Kris
2747,6,2,Kris
2748,2,4,Kris
2749,3,6,Kris
2750,6,3,Kris
2751,2,2,Kris
2752,3,1,Kris
2753,2,4,Kris
2754,3,4,Kris
2755,5,1,Kris
2756,1,4,Kris
2757,5,1,Kris
2758,6,2,Kris
2759,6,3,Kris
2760,1,5,Kris
2761,2,5,Kris
2762,4,6,Kris
2763,6,1,Kris
2764,1,5,Kris
2765,4,4,Kris
2766,1,4,Kris
2767,6,2,Kris
2768,3,6,Kris
2769,6,3,Kris
2770,5,4,Kris
2771,2,4,Kris
2772,1,3,Kris
2773,3,6,Kris
2774,3,1,Kris
2775,1,5,Kris
2776,2,2,Kris
2777,2,4,Kris
2778,1,1,Kris
2779,1,5,Kris
2780,1,2,Kris
2781,4,3,Kris
2782,4,6,Kris
2783,6,2,Kris
2784,5,3,Kris
2785,3,3,Kris
2786,1,3,Kris
2787,2,1,Kris
2788,2,5,Kris
2789,4,2,Kris
2790,5,2,Kris
2791,4,2,Kris
2792,2,3,Kris
2793,2,1,Kris
2794,4,1,Kris
2795,4,4,Kris
2796,6,3,Kris
2797,5,2,Kris
2798,5,1,Kris
2799,4,5,Kris
2800,1,2,Kris
2801,1,2,Carey
2802,2,4,Carey
2803,5,3,Carey
2804,2,2,Carey
2805,1,2,Carey
2806,6,5,Carey
2807,6,4,Carey
2808,5,1,Carey
2809,1,5,Carey
2810,6,6,Carey
2811,1,2,Carey
2812,3,4,Carey
2813,2,6,Carey
2814,2,4,Carey
2815,4,1,Carey
2816,2,3,Carey
2817,2,6,Carey
2818,6,3,Carey
2819,6,6,Carey
2820,4,5,Carey
2821,4,3,Carey
2822,5,2,Carey
2823,5,5,Carey
2824,6,1,Carey
2825,6,2,Carey
2826,4,2,Carey
2827,6,2,Carey
2828,3,4,Carey
2829,3,6,Carey
2830,3,4,Carey
2831,6,1,Carey
2832,5,3,Carey
2833,4,4,Carey
2834,2,2,Carey
2835,6,1,Carey
2836,1,4,Carey
2837,2,1,Carey
2838,4,1,Carey
2839,3,6,Carey
2840,6,2,Carey
2841,4,1,Carey
2842,1,3,Carey
2843,2,4,Carey
2844,5,1,Carey
2845,6,2,Carey
2846,4,4,Carey
2847,3,5,Carey
2848,6,1,Carey
2849,6,6,Carey
2850,2,1,Carey
2851,3,4,Carey
2852,6,2,Carey
2853,2,1,Carey
2854,2,6,Carey
2855,3,2,Carey
2856,2,3,Carey
2857,1,3,Carey
2858,6,2,Carey
2859,1,2,Carey
2860,3,3,Carey
2861,2,4,Carey
2862,6,6,Carey
2863,5,4,Carey
2864,3,3,Carey
2865,4,3,Carey
2866,4,4,Carey
2867,6,1,Carey
2868,4,2,Carey
2869,6,1,Carey
2870,5,4,Carey
2871,1,6,Carey
2872,5,6,Carey
2873,2,5,Carey
2874,6,6,Carey
2875,1,1,Carey
2876,5,4,Carey
2877,4,4,Carey
2878,4,2,Carey
2879,6,6,Carey
2880,6,2,Carey
2881,3,1,Carey
2882,3,4,Carey
2883,3,6,Carey
2884,3,3,Carey
2885,4,6,Carey
2886,3,1,Carey
2887,5,2,Carey
2888,1,1,Carey
2889,3,5,Carey
2890,6,5,Carey
2891,3,5,Carey
2892,6,6,Carey
2893,1,5,Carey
2894,5,6,Carey
2895,3,6,Carey
2896,5,5,Carey
2897,1,6,Carey
2898,2,6,Carey
2899,1,2,Carey
2900,5,6,Carey
2901,4,4,Kris
2902,3,1,Kris
2903,6,1,Kris
2904,6,4,Kris
2905,2,6,Kris
2906,2,3,Kris
2907,4,3,Kris
2908,2,2,Kris
2909,3,5,Kris
2910,3,4,Kris
2911,3,1,Kris
2912,6,6,Kris
2913,2,3,Kris
2914,5,1,Kris
2915,4,1,Kris
2916,5,1,Kris
2917,2,4,Kris
2918,4,2,Kris
2919,6,2,Kris
2920,4,6,Kris
2921,4,6,Kris
2922,3,5,Kris
2923,3,3,Kris
2924,6,3,Kris
2925,5,5,Kris
2926,5,6,Kris
2927,2,5,Kris
2928,6,6,Kris
2929,3,3,Kris
2930,4,4,Kris
2931,3,2,Kris
2932,5,1,Kris
2933,2,2,Kris
2934,1,4,Kris
2935,4,4,Kris
2936,2,4,Kris
2937,4,1,Kris
2938,6,3,Kris
2939,1,1,Kris
2940,5,4,Kris
2941,4,2,Kris
2942,3,3,Kris
2943,3,4,Kris
2944,6,6,Kris
2945,2,4,Kris
2946,5,6,Kris
2947,5,5,Kris
2948,2,6,Kris
2949,4,3,Kris
2950,6,1,Kris
2951,3,6,Kris
2952,3,4,Kris
2953,2,4,Kris
2954,4,6,Kris
2955,5,2,Kris
2956,2,5,Kris
2957,1,1,Kris
2958,6,1,Kris
2959,4,4,Kris
2960,1,1,Kris
2961,1,4,Kris
2962,4,3,Kris
2963,4,3,Kris
2964,2,2,Kris
2965,6,4,Kris
2966,2,1,Kris
2967,5,6,Kris
2968,4,3,Kris
2969,2,6,Kris
2970,1,5,Kris
2971,3,6,Kris
2972,4,3,Kris
2973,4,6,Kris
2974,1,2,Kris
2975,4,3,Kris
2976,3,6,Kris
2977,3,5,Kris
2978,6,6,Kris
2979,3,1,Kris
2980,5,5,Kris
2981,4,1,Kris
2982,5,6,Kris
2983,6,6,Kris
2984,1,2,Kris
2985,1,3,Kris
2986,4,6,Kris
2987,5,6,Kris
2988,4,2,Kris
2989,4,3,Kris
2990,4,4,Kris
2991,4,1,Kris
2992,6,1,Kris
2993,1,4,Kris
2994,3,6,Kris
2995,6,3,Kris
2996,5,4,Kris
2997,4,1,Kris
2998,1,5,Kris
2999,2,2,Kris
3000,4,2,Kris
3001,2,5,Carey
3002,1,5,Carey
3003,2,3,Carey
3004,1,5,Carey
3005,5,4,Carey
3006,6,2,Carey
3007,6,5,Carey
3008,2,4,Carey
3009,2,4,Carey
3010,1,3,Carey
3011,2,1,Carey
3012,5,3,Carey
3013,4,2,Carey
3014,5,6,Carey
3015,1,3,Carey
3016,5,1,Carey
3017,1,2,Carey
3018,2,6,Carey
3019,1,6,Carey
3020,5,3,Carey
3021,4,5,Carey
3022,5,5,Carey
3023,5,1,Carey
3024,4,3,Carey
3025,2,5,Carey
3026,6,4,Carey
3027,1,1,Carey
3028,4,5,Carey
3029,4,4,Carey
3030,2,1,Carey
3031,2,4,Carey
3032,1,5,Carey
3033,6,4,Carey
3034,1,1,Carey
3035,2,5,Carey
3036,1,6,Carey
3037,2,5,Carey
3038,3,1,Carey
3039,1,5,Carey
3040,2,1,Carey
3041,4,5,Carey
3042,2,4,Carey
3043,1,1,Carey
3044,4,4,Carey
3045,4,2,Carey
3046,2,1,Carey
3047,6,6,Carey
3048,2,6,Carey
3049,3,4,Carey
3050,2,6,Carey
3051,2,6,Carey
3052,1,2,Carey
3053,1,2,Carey
3054,2,3,Carey
3055,2,6,Carey
3056,1,3,Carey
3057,5,6,Carey
3058,1,2,Carey
3059,1,4,Carey
3060,2,4,Carey
3061,4,6,Carey
3062,2,6,Carey
3063,4,1,Carey
3064,6,4,Carey
3065,5,4,Carey
3066,6,2,Carey
3067,3,4,Carey
3068,5,5,Carey
3069,1,6,Carey
3070,4,2,Carey
3071,1,5,Carey
3072,3,3,Carey
3073,3,5,Carey
3074,2,4,Carey
3075,6,5,Carey
3076,2,1,Carey
3077,3,3,Carey
3078,4,1,Carey
3079,4,3,Carey
3080,4,6,Carey
3081,4,3,Carey
3082,6,3,Carey
3083,1,3,Carey
3084,4,4,Carey
3085,3,5,Carey
3086,2,5,Carey
3087,2,2,Carey
3088,4,2,Carey
3089,6,3,Carey
3090,5,5,Carey
3091,5,1,Carey
3092,5,3,Carey
3093,4,4,Carey
3094,1,3,Carey
3095,1,2,Carey
3096,4,6,Carey
3097,6,6,Carey
3098,2,3,Carey
3099,3,2,Carey
3100,1,1,Carey
3101,4,6,Kris
3102,4,2,Kris
3103,6,3,Kris
3104,6,3,Kris
3105,5,5,Kris
3106,4,6,Kris
3107,4,5,Kris
3108,3,4,Kris
3109,3,2,Kris
3110,5,5,Kris
3111,1,4,Kris
3112,3,3,Kris
3113,5,3,Kris
3114,5,6,Kris
3115,6,1,Kris
3116,5,2,Kris
3117,6,2,Kris
3118,1,1,Kris
3119,1,6,Kris
3120,2,4,Kris
3121,4,4,Kris
3122,6,3,Kris
3123,2,4,Kris
3124,1,1,Kris
3125,6,5,Kris
3126,3,5,Kris
3127,4,5,Kris
3128,3,1,Kris
3129,4,3,Kris
3130,6,5,Kris
3131,4,1,Kris
3132,4,2,Kris
3133,6,4,Kris
3134,2,4,Kris
3135,4,6,Kris
3136,3,1,Kris
3137,1,6,Kris
3138,5,3,Kris
3139,3,2,Kris
3140,4,2,Kris
3141,4,2,Kris
3142,2,2,Kris
3143,4,6,Kris
3144,6,1,Kris
3145,1,2,Kris
3146,6,3,Kris
3147,5,6,Kris
3148,6,5,Kris
3149,4,2,Kris
3150,4,6,Kris
3151,5,4,Kris
3152,3,2,Kris
3153,5,6,Kris
3154,1,1,Kris
3155,5,5,Kris
3156,6,2,Kris
3157,2,5,Kris
3158,4,4,Kris
3159,3,3,Kris
3160,3,5,Kris
3161,6,1,Kris
3162,5,5,Kris
3163,1,3,Kris
3164,3,5,Kris
3165,2,3,Kris
3166,5,5,Kris
3167,2,1,Kris
3168,6,6,Kris
3169,3,2,Kris
3170,2,1,Kris
3171,1,4,Kris
3172,5,1,Kris
3173,1,2,Kris
3174,6,1,Kris
3175,6,1,Kris
3176,5,2,Kris
3177,5,4,Kris
3178,1,5,Kris
3179,4,4,Kris
3180,2,5,Kris
3181,5,2,Kris
3182,1,2,Kris
3183,6,3,Kris
3184,5,5,Kris
3185,2,6,Kris
3186,6,3,Kris
3187,5,2,Kris
3188,3,3,Kris
3189,5,5,Kris
3190,3,3,Kris
3191,1,5,Kris
3192,2,6,Kris
3193,5,3,Kris
3194,6,2,Kris
3195,6,5,Kris
3196,1,3,Kris
3197,4,3,Kris
3198,4,3,Kris
3199,5,5,Kris
3200,5,2,Kris
3201,1,5,Carey
3202,5,5,Carey
3203,5,6,Carey
3204,6,6,Carey
3205,5,4,Carey
3206,2,5,Carey
3207,5,3,Carey
3208,1,4,Carey
3209,2,6,Carey
3210,3,3,Carey
3211,5,1,Carey
3212,4,5,Carey
3213,6,1,Carey
3214,3,5,Carey
3215,6,5,Carey
3216,4,3,Carey
3217,5,3,Carey
3218,3,5,Carey
3219,5,4,Carey
3220,5,6,Carey
3221,1,3,Carey
3222,4,4,Carey
3223,6,2,Carey
3224,4,2,Carey
3225,2,4,Carey
3226,3,3,Carey
3227,4,6,Carey
3228,6,1,Carey
3229,3,6,Carey
3230,4,5,Carey
3231,5,6,Carey
3232,6,2,Carey
3233,3,6,Carey
3234,4,6,Carey
3235,5,3,Carey
3236,2,3,Carey
3237,5,5,Carey
3238,6,6,Carey
3239,5,3,Carey
3240,1,5,Carey
3241,4,2,Carey
3242,5,4,Carey
3243,3,4,Carey
3244,5,2,Carey
3245,3,3,Carey
3246,6,1,Carey
3247,2,6,Carey
3248,4,2,Carey
3249,6,1,Carey
3250,5,3,Carey
3251,1,3,Carey
3252,1,4,Carey
3253,5,6,Carey
3254,2,2,Carey
3255,3,6,Carey
3256,6,4,Carey
3257,6,2,Carey
3258,6,5,Carey
3259,2,2,Carey
3260,2,5,Carey
3261,6,1,Carey
3262,4,3,Carey
3263,6,3,Carey
3264,5,1,Carey
3265,6,4,Carey
3266,4,5,Carey
3267,6,1,Carey
3268,2,3,Carey
3269,3,5,Carey
3270,6,6,Carey
3271,3,5,Carey
3272,2,1,Carey
3273,1,1,Carey
3274,2,4,Carey
3275,4,5,Carey
3276,1,3,Carey
3277,4,3,Carey
3278,4,3,Carey
3279,1,1,Carey
3280,1,6,Carey
3281,3,5,Carey
3282,1,2,Carey
3283,3,5,Carey
3284,4,2,Carey
3285,4,5,Carey
3286,3,4,Carey
3287,1,2,Carey
3288,1,3,Carey
3289,2,1,Carey
3290,4,3,Carey
3291,1,3,Carey
3292,4,6,Carey
3293,1,3,Carey
3294,4,5,Carey
3295,1,3,Carey
3296,5,2,Carey
3297,6,5,Carey
3298,6,5,Carey
3299,2,5,Carey
3300,3,5,Carey
3301,4,2,Kris
3302,2,1,Kris
3303,6,1,Kris
3304,2,3,Kris
3305,5,5,Kris
3306,1,4,Kris
3307,1,4,Kris
3308,3,1,Kris
3309,2,3,Kris
3310,4,4,Kris
3311,5,1,Kris
3312,4,1,Kris
3313,1,5,Kris
3314,5,3,Kris
3315,4,1,Kris
3316,4,6,Kris
3317,3,6,Kris
3318,3,1,Kris
3319,3,1,Kris
3320,4,3,Kris
3321,2,6,Kris
3322,5,2,Kris
3323,3,1,Kris
3324,4,4,Kris
3325,1,2,Kris
3326,6,2,Kris
3327,3,1,Kris
3328,3,5,Kris
3329,5,1,Kris
3330,5,5,Kris
3331,6,6,Kris
3332,6,3,Kris
3333,4,2,Kris
3334,3,3,Kris
3335,3,3,Kris
3336,6,2,Kris
3337,1,2,Kris
3338,2,6,Kris
3339,1,4,Kris
3340,1,2,Kris
3341,2,3,Kris
3342,6,3,Kris
3343,6,2,Kris
3344,4,2,Kris
3345,1,6,Kris
3346,1,2,Kris
3347,1,2,Kris
3348,5,5,Kris
3349,5,2,Kris
3350,1,3,Kris
3351,3,3,Kris
3352,3,6,Kris
3353,3,1,Kris
3354,1,3,Kris
3355,3,5,Kris
3356,1,4,Kris
3357,1,1,Kris
3358,6,6,Kris
3359,5,3,Kris
3360,6,6,Kris
3361,5,2,Kris
3362,4,5,Kris
3363,4,4,Kris
3364,3,4,Kris
3365,3,4,Kris
3366,6,5,Kris
3367,3,6,Kris
3368,5,1,Kris
3369,4,2,Kris
3370,4,1,Kris
3371,5,6,Kris
3372,2,6,Kris
3373,3,1,Kris
3374,6,3,Kris
3375,5,5,Kris
3376,4,3,Kris
3377,2,4,Kris
3378,4,2,Kris
3379,6,1,Kris
3380,5,2,Kris
3381,2,3,Kris
3382,4,4,Kris
3383,3,3,Kris
3384,2,3,Kris
3385,5,6,Kris
3386,1,6,Kris
3387,2,4,Kris
3388,6,4,Kris
3389,5,5,Kris
3390,5,2,Kris
3391,3,6,Kris
3392,3,2,Kris
3393,3,3,Kris
3394,2,5,Kris
3395,6,2,Kris
3396,4,4,Kris
3397,2,3,Kris
3398,5,6,Kris
3399,1,6,Kris
3400,6,2,Kris
3401,5,6,Carey
3402,3,6,Carey
3403,6,1,Carey
3404,2,3,Carey
3405,3,2,Carey
3406,6,5,Carey
3407,6,2,Carey
3408,1,2,Carey
3409,6,4,Carey
3410,3,4,Carey
3411,1,1,Carey
3412,6,5,Carey
3413,5,1,Carey
3414,2,6,Carey
3415,3,5,Carey
3416,3,2,Carey
3417,1,5,Carey
3418,1,5,Carey
3419,4,1,Carey
3420,6,4,Carey
3421,4,6,Carey
3422,6,5,Carey
3423,6,3,Carey
3424,5,5,Carey
3425,4,3,Carey
3426,6,4,Carey
3427,1,5,Carey
3428,2,2,Carey
3429,5,2,Carey
3430,1,1,Carey
3431,4,1,Carey
3432,6,1,Carey
3433,1,6,Carey
3434,6,4,Carey
3435,4,1,Carey
3436,6,3,Carey
3437,4,1,Carey
3438,3,3,Carey
3439,3,2,Carey
3440,6,4,Carey
3441,1,3,Carey
3442,4,3,Carey
3443,1,3,Carey
3444,5,3,Carey
3445,2,2,Carey
3446,2,5,Carey
3447,6,4,Carey
3448,6,4,Carey
3449,6,2,Carey
3450,6,4,Carey
3451,6,2,Carey
3452,1,5,Carey
3453,2,3,Carey
3454,2,2,Carey
3455,1,1,Carey
3456,2,5,Carey
3457,2,5,Carey
3458,5,5,Carey
3459,4,5,Carey
3460,2,6,Carey
3461,1,6,Carey
3462,5,2,Carey
3463,1,6,Carey
3464,1,4,Carey
3465,4,3,Carey
3466,5,2,Carey
3467,5,1,Carey
3468,5,6,Carey
3469,4,2,Carey
3470,2,4,Carey
3471,5,5,Carey
3472,2,5,Carey
3473,4,6,Carey
3474,6,3,Carey
3475,5,3,Carey
3476,5,4,Carey
3477,2,1,Carey
3478,1,2,Carey
3479,3,2,Carey
3480,1,4,Carey
3481,5,6,Carey
3482,1,3,Carey
3483,2,3,Carey
3484,1,3,Carey
3485,2,4,Carey
3486,3,2,Carey
3487,3,5,Carey
3488,3,6,Carey
3489,4,2,Carey
3490,3,6,Carey
3491,4,1,Carey
3492,5,5,Carey
3493,6,2,Carey
3494,2,2,Carey
3495,3,3,Carey
3496,5,6,Carey
3497,3,5,Carey
3498,6,1,Carey
3499,1,1,Carey
3500,1,5,Carey
3501,1,2,Kris
3502,6,6,Kris
3503,3,5,Kris
3504,6,5,Kris
3505,6,5,Kris
3506,5,4,Kris
3507,1,3,Kris
3508,1,2,Kris
3509,6,6,Kris
3510,3,4,Kris
3511,1,6,Kris
3512,1,6,Kris
3513,3,5,Kris
3514,3,1,Kris
3515,1,1,Kris
3516,2,6,Kris
3517,1,6,Kris
3518,2,1,Kris
3519,6,1,Kris
3520,2,5,Kris
3521,6,5,Kris
3522,1,3,Kris
3523,5,1,Kris
3524,2,2,Kris
3525,3,5,Kris
3526,1,3,Kris
3527,3,1,Kris
3528,2,3,Kris
3529,4,5,Kris
3530,2,4,Kris
3531,2,6,Kris
3532,5,3,Kris
3533,4,4,Kris
3534,3,2,Kris
3535,4,5,Kris
3536,5,3,Kris
3537,4,1,Kris
3538,6,4,Kris
3539,1,5,Kris
3540,2,5,Kris
3541,6,1,Kris
3542,4,5,Kris
3543,4,6,Kris
3544,6,5,Kris
3545,1,5,Kris
3546,5,4,Kris
3547,5,6,Kris
3548,2,4,Kris
3549,1,1,Kris
3550,1,1,Kris
3551,5,1,Kris
3552,5,5,Kris
3553,1,4,Kris
3554,1,6,Kris
3555,2,4,Kris
3556,5,2,Kris
3557,4,3,Kris
3558,5,5,Kris
3559,2,1,Kris
3560,2,4,Kris
3561,5,1,Kris
3562,5,5,Kris
3563,1,3,Kris
3564,4,2,Kris
3565,3,6,Kris
3566,2,6,Kris
3567,3,3,Kris
3568,6,4,Kris
3569,5,6,Kris
3570,2,5,Kris
3571,5,1,Kris
3572,5,2,Kris
3573,4,2,Kris
3574,1,1,Kris
3575,4,4,Kris
3576,1,3,Kris
3577,1,4,Kris
3578,6,2,Kris
3579,1,4,Kris
3580,6,1,Kris
3581,4,1,Kris
3582,6,2,Kris
3583,5,6,Kris
3584,2,6,Kris
3585,1,4,Kris
3586,6,6,Kris
3587,1,2,Kris
3588,2,1,Kris
3589,6,2,Kris
3590,1,3,Kris
3591,2,6,Kris
3592,2,2,Kris
3593,6,6,Kris
3594,4,1,Kris
3595,5,5,Kris
3596,4,2,Kris
3597,4,1,Kris
3598,3,5,Kris
3599,4,1,Kris
3600,4,3,Kris
3601,2,6,Carey
3602,2,4,Carey
3603,1,4,Carey
3604,5,3,Carey
3605,2,1,Carey
3606,6,6,Carey
3607,5,5,Carey
3608,2,3,Carey
3609,4,5,Carey
3610,3,1,Carey
3611,4,1,Carey
3612,2,4,Carey
3613,4,1,Carey
3614,6,5,Carey
3615,1,3,Carey
3616,2,1,Carey
3617,5,6,Carey
3618,2,2,Carey
3619,5,5,Carey
3620,6,3,Carey
3621,5,1,Carey
3622,1,1,Carey
3623,5,2,Carey
3624,2,3,Carey
3625,4,5,Carey
3626,5,2,Carey
3627,2,4,Carey
3628,2,3,Carey
3629,3,6,Carey
3630,2,2,Carey
3631,5,6,Carey
3632,5,3,Carey
3633,4,3,Carey
3634,6,6,Carey
3635,3,2,Carey
3636,3,1,Carey
3637,4,3,Carey
3638,1,6,Carey
3639,2,1,Carey
3640,2,4,Carey
3641,4,6,Carey
3642,1,2,Carey
3643,1,2,Carey
3644,2,6,Carey
3645,4,5,Carey
3646,4,3,Carey
3647,4,2,Carey
3648,6,2,Carey
3649,1,3,Carey
3650,4,1,Carey
3651,6,5,Carey
3652,6,6,Carey
3653,2,5,Carey
3654,3,4,Carey
3655,6,1,Carey
3656,3,2,Carey
3657,6,2,Carey
3658,2,1,Carey
3659,5,2,Carey
3660,1,5,Carey
3661,2,1,Carey
3662,5,6,Carey
3663,1,5,Carey
3664,2,4,Carey
3665,6,1,Carey
3666,1,2,Carey
3667,5,5,Carey
3668,5,2,Carey
3669,4,5,Carey
3670,3,5,Carey
3671,1,4,Carey
3672,5,6,Carey
3673,4,4,Carey
3674,4,6,Carey
3675,2,2,Carey
3676,3,3,Carey
3677,3,5,Carey
3678,2,4,Carey
3679,3,5,Carey
3680,4,4,Carey
3681,3,6,Carey
3682,6,4,Carey
3683,2,4,Carey
3684,3,4,Carey
3685,3,1,Carey
3686,2,2,Carey
3687,2,4,Carey
3688,3,2,Carey
3689,4,5,Carey
3690,5,6,Carey
3691,5,3,Carey
3692,4,6,Carey
3693,5,2,Carey
3694,6,6,Carey
3695,2,6,Carey
3696,6,2,Carey
3697,2,1,Carey
3698,6,5,Carey
3699,4,3,Carey
3700,5,4,Carey
3701,2,2,Kris
3702,6,4,Kris
3703,2,2,Kris
3704,2,1,Kris
3705,3,6,Kris
3706,3,6,Kris
3707,3,6,Kris
3708,6,1,Kris
3709,4,3,Kris
3710,2,4,Kris
3711,4,1,Kris
3712,5,4,Kris
3713,6,4,Kris
3714,6,4,Kris
3715,4,5,Kris
3716,3,3,Kris
3717,4,1,Kris
3718,3,3,Kris
3719,2,2,Kris
3720,4,2,Kris
3721,6,5,Kris
3722,3,5,Kris
3723,2,2,Kris
3724,2,1,Kris
3725,4,3,Kris
3726,6,3,Kris
3727,1,5,Kris
3728,3,5,Kris
3729,4,6,Kris
3730,1,6,Kris
3731,2,6,Kris
3732,6,4,Kris
3733,6,2,Kris
3734,1,4,Kris
3735,5,2,Kris
3736,3,3,Kris
3737,1,3,Kris
3738,3,2,Kris
3739,1,1,Kris
3740,2,4,Kris
3741,3,2,Kris
3742,1,3,Kris
3743,6,3,Kris
3744,1,4,Kris
3745,6,3,Kris
3746,4,4,Kris
3747,3,3,Kris
3748,6,1,Kris
3749,1,1,Kris
3750,3,2,Kris
3751,2,2,Kris
3752,3,4,Kris
3753,2,1,Kris
3754,1,6,Kris
3755,5,2,Kris
3756,4,6,Kris
3757,2,3,Kris
3758,3,6,Kris
3759,2,2,Kris
3760,2,3,Kris
3761,5,2,Kris
3762,4,6,Kris
3763,3,2,Kris
3764,4,2,Kris
3765,3,5,Kris
3766,2,4,Kris
3767,1,2,Kris
3768,5,6,Kris
3769,2,3,Kris
3770,1,3,Kris
3771,4,5,Kris
3772,4,2,Kris
3773,5,2,Kris
3774,4,1,Kris
3775,2,6,Kris
3776,2,5,Kris
3777,1,3,Kris
3778,6,2,Kris
3779,5,1,Kris
3780,2,3,Kris
3781,2,4,Kris
3782,5,1,Kris
3783,3,5,Kris
3784,1,1,Kris
3785,4,6,Kris
3786,6,4,Kris
3787,6,6,Kris
3788,6,5,Kris
3789,4,3,Kris
3790,4,3,Kris
3791,4,3,Kris
3792,5,3,Kris
3793,6,1,Kris
3794,5,3,Kris
3795,5,5,Kris
3796,1,4,Kris
3797,1,2,Kris
3798,2,4,Kris
3799,4,1,Kris
3800,2,3,Kris
3801,3,5,Carey
3802,1,5,Carey
3803,5,6,Carey
3804,6,5,Carey
3805,5,5,Carey
3806,4,4,Carey
3807,2,3,Carey
3808,3,3,Carey
3809,6,1,Carey
3810,5,4,Carey
3811,5,1,Carey
3812,4,1,Carey
3813,5,1,Carey
3814,1,2,Carey
3815,1,2,Carey
3816,2,4,Carey
3817,2,1,Carey
3818,5,1,Carey
3819,1,1,Carey
3820,1,6,Carey
3821,4,5,Carey
3822,1,3,Carey
3823,2,5,Carey
3824,3,5,Carey
3825,4,5,Carey
3826,1,3,Carey
3827,5,3,Carey
3828,3,3,Carey
3829,3,3,Carey
3830,5,3,Carey
3831,1,5,Carey
3832,5,6,Carey
3833,3,2,Carey
3834,3,2,Carey
3835,4,6,Carey
3836,3,2,Carey
3837,3,3,Carey
3838,4,2,Carey
3839,1,2,Carey
3840,2,5,Carey
3841,6,4,Carey
3842,6,6,Carey
3843,1,3,Carey
3844,1,4,Carey
3845,2,6,Carey
3846,1,3,Carey
3847,1,3,Carey
3848,1,2,Carey
3849,2,2,Carey
3850,1,3,Carey
3851,2,3,Carey
3852,6,1,Carey
3853,3,6,Carey
3854,2,5,Carey
3855,3,5,Carey
3856,3,4,Carey
3857,3,3,Carey
3858,5,4,Carey
3859,4,5,Carey
3860,1,6,Carey
3861,2,1,Carey
3862,6,2,Carey
3863,5,6,Carey
3864,3,3,Carey
3865,1,1,Carey
3866,3,4,Carey
3867,5,2,Carey
3868,4,6,Carey
3869,1,5,Carey
3870,2,5,Carey
3871,3,2,Carey
3872,3,4,Carey
3873,5,6,Carey
3874,4,1,Carey
3875,6,6,Carey
3876,5,1,Carey
3877,5,2,Carey
3878,4,2,Carey
3879,4,2,Carey
3880,5,6,Carey
3881,3,5,Carey
3882,5,2,Carey
3883,2,5,Carey
3884,6,4,Carey
3885,2,6,Carey
3886,4,6,Carey
3887,4,6,Carey
3888,1,4,Carey
3889,4,4,Carey
3890,3,1,Carey
3891,4,5,Carey
3892,5,1,Carey
3893,2,6,Carey
3894,1,2,Carey
3895,1,3,Carey
3896,4,6,Carey
3897,1,2,Carey
3898,3,5,Carey
3899,5,4,Carey
3900,4,6,Carey
3901,2,3,Kris
3902,6,2,Kris
3903,1,4,Kris
