Season,Team1,Q1,Q2,Q3,Q4,OT,2OT,3OT,Final,Team2,Q1,Q2,Q3,Q4,OT,2OT,3OT,Final,Date
2007,MIN,19,25,30,26,0,0,0,100,WAS,31,26,26,29,0,0,0,112,20070220
2007,SAS,23,29,18,33,0,0,0,103,ATL,21,22,27,26,0,0,0,96,20070221
2007,ORL,27,16,22,23,0,0,0,88,DET,31,31,29,19,0,0,0,110,20070221
2007,MEM,23,31,23,25,13,0,0,115,GSW,19,30,22,31,16,0,0,118,20070221
2007,MIA,19,29,27,27,0,0,0,102,HOU,31,32,26,23,0,0,0,112,20070221
2007,MIL,24,36,26,28,8,7,0,129,IND,39,24,29,22,8,14,0,136,20070221
2007,POR,25,27,26,34,0,0,0,112,LAL,30,24,26,28,0,0,0,108,20070221
2007,CHA,24,21,29,26,0,0,0,100,MIN,24,34,23,14,0,0,0,95,20070221
2007,NOK,27,23,26,35,0,0,0,111,NJN,25,19,35,28,0,0,0,107,20070221
2007,NYK,22,16,29,17,0,0,0,84,PHI,18,35,21,30,0,0,0,104,20070221
2007,BOS,26,20,36,26,0,0,0,108,PHO,30,27,29,32,0,0,0,118,20070221
2007,CLE,23,21,27,15,0,0,0,86,TOR,25,23,22,15,0,0,0,85,20070221
2007,CHI,22,21,21,20,0,0,0,84,CLE,22,9,31,16,0,0,0,78,20070222
2007,MIA,21,21,21,37,0,0,0,100,DAL,26,39,28,19,0,0,0,112,20070222
2007,SAC,29,20,24,33,0,0,0,106,WAS,33,24,28,24,0,0,0,109,20070222
2007,HOU,28,17,28,26,0,0,0,99,ATL,29,21,24,31,0,0,0,105,20070223
2007,PHI,20,23,20,24,0,0,0,87,CHA,28,27,22,25,0,0,0,102,20070223
2007,WAS,26,18,26,20,0,0,0,90,CHI,24,25,24,32,0,0,0,105,20070223
2007,UTA,31,26,36,21,0,0,0,114,DEN,30,18,26,30,0,0,0,104,20070223
2007,BOS,30,24,20,22,0,0,0,96,LAL,34,31,33,24,0,0,0,122,20070223
2007,PHO,25,39,31,21,0,0,0,116,MIN,30,22,31,21,0,0,0,104,20070223
2007,SAC,11,28,29,28,0,0,0,96,NJN,19,38,29,23,0,0,0,109,20070223
2007,SEA,25,23,31,18,0,0,0,97,NOK,29,22,28,19,0,0,0,98,20070223
2007,MIL,23,28,22,20,0,0,0,93,NYK,23,24,21,27,0,0,0,95,20070223
2007,DET,22,22,23,27,0,0,0,94,ORL,24,21,26,18,0,0,0,89,20070223
2007,MEM,33,25,21,24,0,0,0,103,POR,23,27,32,20,0,0,0,102,20070223
2007,IND,17,29,18,24,0,0,0,88,TOR,22,40,29,19,0,0,0,110,20070223
2007,TOR,19,25,24,25,0,0,0,93,CHA,18,23,18,17,0,0,0,76,20070224
2007,DEN,33,23,23,16,0,0,0,95,DAL,29,31,28,27,0,0,0,115,20070224
2007,GSW,26,25,23,16,0,0,0,90,LAC,28,22,26,27,0,0,0,103,20070224
2007,PHI,24,22,22,22,0,0,0,90,MIL,19,28,32,30,0,0,0,109,20070224
2007,SEA,20,14,11,26,0,0,0,71,SAS,27,29,22,24,0,0,0,102,20070224
2007,BOS,20,21,23,23,0,0,0,87,UTA,26,26,24,29,0,0,0,105,20070224
2007,PHO,38,22,30,25,0,0,0,115,ATL,24,29,32,21,0,0,0,106,20070225
2007,CHI,27,26,16,24,0,0,0,93,DET,25,20,22,28,0,0,0,95,20070225
2007,LAL,29,27,23,23,0,0,0,102,GSW,25,17,22,21,0,0,0,85,20070225
2007,SAC,24,23,40,23,0,0,0,110,IND,27,23,24,19,0,0,0,93,20070225
2007,CLE,19,19,21,22,0,0,0,81,MIA,20,21,18,27,0,0,0,86,20070225
2007,WAS,23,21,22,28,0,0,0,94,MIN,23,28,26,21,0,0,0,98,20070225
2007,NYK,28,25,15,24,0,0,0,92,NJN,22,22,33,24,0,0,0,101,20070225
2007,HOU,26,25,25,21,0,0,0,97,ORL,17,22,31,23,0,0,0,93,20070225
2007,ORL,26,20,19,29,0,0,0,94,CHI,23,22,20,22,0,0,0,87,20070226
2007,ATL,23,22,22,20,0,0,0,87,DAL,27,33,27,23,0,0,0,110,20070226
2007,BOS,14,15,15,33,0,0,0,77,HOU,22,13,18,19,0,0,0,72,20070226
2007,CHA,25,17,28,23,0,0,0,93,LAC,30,25,19,26,0,0,0,100,20070226
2007,DEN,30,25,27,29,0,0,0,111,MEM,25,29,29,24,0,0,0,107,20070226
2007,MIA,23,16,31,23,0,0,0,93,NYK,24,21,25,29,0,0,0,99,20070226
2007,SAC,27,18,18,19,0,0,0,82,PHI,24,18,25,22,0,0,0,89,20070226
2007,TOR,22,16,26,27,0,0,0,91,SAS,27,35,26,19,0,0,0,107,20070226
2007,POR,11,24,20,18,0,0,0,73,SEA,20,23,30,24,0,0,0,97,20070226
2007,LAL,25,30,15,32,0,0,0,102,UTA,20,30,20,24,0,0,0,94,20070226
2007,NOK,18,25,22,24,0,0,0,89,CLE,25,27,25,20,0,0,0,97,20070227
2007,PHO,19,30,24,30,0,0,0,103,IND,19,31,29,13,0,0,0,92,20070227
2007,GSW,30,23,15,33,0,0,0,101,MIL,27,35,29,31,0,0,0,122,20070227
2007,DAL,26,16,26,23,0,0,0,91,MIN,19,8,26,12,0,0,0,65,20070227
2007,WAS,18,33,27,23,0,0,0,101,NJN,22,27,30,34,0,0,0,113,20070227
2007,NYK,19,18,36,21,0,0,0,94,BOS,27,30,20,25,0,0,0,102,20070228
2007,GSW,28,30,11,14,0,0,0,83,CHI,31,31,33,18,0,0,0,113,20070228
2007,ORL,21,23,32,25,0,0,0,101,DEN,22,24,35,30,0,0,0,111,20070228
2007,TOR,27,40,12,27,0,0,0,106,HOU,21,26,21,22,0,0,0,90,20070228
2007,SEA,19,24,32,16,0,0,0,91,LAC,26,25,23,22,0,0,0,96,20070228
2007,UTA,17,27,33,27,0,0,0,104,MEM,25,24,22,17,0,0,0,88,20070228
2007,ATL,30,20,26,24,0,0,0,100,NOK,27,32,18,30,0,0,0,107,20070228
2007,PHO,23,26,15,30,0,0,0,94,PHI,35,19,19,26,0,0,0,99,20070228
2007,CHA,28,30,30,32,0,0,0,120,SAC,31,31,34,39,0,0,0,135,20070228
2007,MIA,27,19,23,23,0,0,0,92,WAS,20,25,20,18,0,0,0,83,20070228
2007,CLE,23,19,20,30,0,0,0,92,DAL,27,25,22,21,0,0,0,95,20070301
2007,CHA,16,24,26,24,0,0,0,90,POR,31,29,43,24,0,0,0,127,20070301
2007,LAC,21,13,23,18,0,0,0,75,SEA,26,15,16,20,0,0,0,77,20070301
2007,NOK,21,32,26,14,0,0,0,93,CHI,26,27,26,25,0,0,0,104,20070302
2007,HOU,35,25,27,21,0,0,0,108,DEN,26,29,14,28,0,0,0,97,20070302
2007,SAC,37,28,27,24,0,0,0,116,LAL,26,22,26,34,0,0,0,108,20070302
2007,DET,15,16,26,25,0,0,0,82,MIA,20,30,11,24,0,0,0,85,20070302
2007,UTA,22,35,23,29,0,0,0,109,MIN,19,20,23,21,0,0,0,83,20070302
2007,GSW,18,30,27,22,0,0,0,97,NYK,26,28,21,31,0,0,0,106,20070302
2007,MEM,23,25,25,30,9,0,0,112,PHI,22,23,28,30,14,0,0,117,20070302
2007,IND,28,21,25,16,0,0,0,90,PHO,30,32,27,26,0,0,0,115,20070302
2007,ORL,16,17,24,17,0,0,0,74,SAS,22,21,22,33,0,0,0,98,20070302
2007,MIL,21,27,20,26,0,0,0,94,TOR,22,23,18,18,0,0,0,81,20070302
2007,ATL,24,21,22,25,0,0,0,92,WAS,25,22,27,19,0,0,0,93,20070302
2007,NYK,15,22,25,25,17,0,0,104,ATL,31,18,22,16,13,0,0,100,20070303
2007,TOR,23,29,22,23,0,0,0,97,CLE,30,32,31,27,0,0,0,120,20070303
2007,ORL,19,23,30,26,0,0,0,98,DAL,24,16,35,28,0,0,0,103,20070303
2007,SAS,30,24,27,16,0,0,0,97,HOU,15,27,17,15,0,0,0,74,20070303
2007,IND,17,13,16,18,0,0,0,64,LAC,20,23,20,24,0,0,0,87,20070303
2007,DET,28,21,16,27,0,0,0,92,MEM,23,26,19,21,0,0,0,89,20070303
2007,BOS,15,18,17,33,13,0,0,96,NJN,20,16,17,30,5,0,0,88,20070303
2007,SAC,33,24,25,22,0,0,0,104,POR,25,26,23,22,0,0,0,96,20070303
2007,MIN,20,23,31,19,14,10,0,117,BOS,20,22,26,25,14,17,0,124,20070304
2007,CHI,28,24,26,33,15,0,0,126,MIL,31,23,36,21,10,0,0,121,20070304
2007,UTA,15,29,33,31,0,0,0,108,NOK,19,18,31,26,0,0,0,94,20070304
2007,NJN,30,13,22,21,0,0,0,86,PHI,18,31,29,21,0,0,0,99,20070304
2007,LAL,21,25,21,27,0,0,0,94,PHO,22,24,28,25,0,0,0,99,20070304
2007,CHA,27,18,27,17,0,0,0,89,SEA,23,28,19,26,0,0,0,96,20070304
2007,GSW,30,23,31,22,0,0,0,106,WAS,20,30,31,26,0,0,0,107,20070304
2007,HOU,20,13,24,28,0,0,0,85,CLE,19,24,25,23,0,0,0,91,20070305
2007,GSW,26,35,27,23,0,0,0,111,DET,28,27,16,22,0,0,0,93,20070305
2007,SAS,22,21,21,24,0,0,0,88,LAC,16,18,15,25,0,0,0,74,20070305
2007,ATL,17,14,23,27,0,0,0,81,MIA,16,23,20,29,0,0,0,88,20070305
2007,MIL,10,24,21,26,0,0,0,81,ORL,20,29,26,24,0,0,0,99,20070305
2007,CHA,25,23,22,25,0,0,0,95,UTA,32,26,28,34,0,0,0,120,20070305
2007,NJN,18,23,27,21,0,0,0,89,DAL,25,22,25,30,0,0,0,102,20070306
2007,NOK,25,18,22,26,0,0,0,91,DEN,24,29,34,19,0,0,0,106,20070306
2007,LAL,28,25,25,20,7,2,0,107,MIN,23,27,21,27,7,12,0,117,20070306
2007,SEA,31,24,18,27,0,0,0,100,NYK,18,24,24,33,0,0,0,99,20070306
2007,SAS,22,25,18,34,0,0,0,99,POR,29,25,20,20,0,0,0,94,20070306
2007,IND,22,20,32,24,0,0,0,98,SAC,30,27,24,21,0,0,0,102,20070306
2007,TOR,28,29,26,26,0,0,0,109,WAS,31,40,30,28,0,0,0,129,20070306
2007,WAS,31,21,15,30,0,0,0,97,ATL,21,23,27,29,0,0,0,100,20070307
2007,HOU,30,32,31,18,0,0,0,111,BOS,22,27,19,12,0,0,0,80,20070307
2007,CLE,34,18,18,23,8,0,0,101,DET,24,26,20,23,4,0,0,97,20070307
2007,DEN,28,30,11,27,0,0,0,96,GSW,31,28,22,29,0,0,0,110,20070307
2007,CHI,18,25,13,14,0,0,0,70,MIA,30,22,18,33,0,0,0,103,20070307
2007,LAL,21,23,17,29,0,0,0,90,MIL,21,29,27,33,0,0,0,110,20070307
2007,SEA,23,22,21,23,0,0,0,89,PHI,33,18,20,21,0,0,0,92,20070307
2007,CHA,19,33,27,19,8,0,0,106,PHO,30,25,24,19,17,0,0,115,20070307
2007,MEM,20,18,21,28,0,0,0,87,TOR,25,24,26,19,0,0,0,94,20070307
2007,IND,22,15,24,11,0,0,0,72,UTA,24,26,17,27,0,0,0,94,20070307
2007,CHI,26,23,22,29,0,0,0,100,ORL,17,12,19,28,0,0,0,76,20070308
2007,SAS,25,23,17,35,0,0,0,100,SAC,19,25,17,32,0,0,0,93,20070308
2007,MEM,23,27,30,25,0,0,0,105,ATL,31,29,21,25,0,0,0,106,20070309
2007,SEA,35,31,16,21,0,0,0,103,BOS,31,26,27,34,0,0,0,118,20070309
2007,DET,27,20,27,21,0,0,0,95,DEN,23,24,15,20,0,0,0,82,20070309
2007,LAC,32,16,24,17,0,0,0,89,GSW,36,29,20,14,0,0,0,99,20070309
2007,NJN,18,24,22,27,0,0,0,91,HOU,31,21,33,27,0,0,0,112,20070309
2007,MIN,25,19,25,22,0,0,0,91,MIA,29,21,31,24,0,0,0,105,20070309
2007,LAL,26,31,18,17,0,0,0,92,PHI,30,21,32,25,0,0,0,108,20070309
2007,NOK,29,25,22,27,0,0,0,103,PHO,34,21,23,26,0,0,0,104,20070309
2007,MIN,21,29,24,19,0,0,0,93,ATL,22,22,28,27,0,0,0,99,20070310
2007,MEM,31,26,21,37,0,0,0,115,CHA,21,35,16,35,0,0,0,107,20070310
2007,PHI,30,19,25,26,0,0,0,100,IND,24,28,19,25,0,0,0,96,20070310
2007,CLE,21,25,16,32,0,0,0,94,MIL,24,23,24,21,0,0,0,92,20070310
2007,NJN,15,18,19,25,0,0,0,77,SAS,18,24,24,27,0,0,0,93,20070310
2007,NOK,25,22,16,23,0,0,0,86,UTA,19,26,28,23,0,0,0,96,20070310
2007,NYK,19,20,28,23,0,0,0,90,WAS,21,20,25,23,0,0,0,89,20070310
2007,CHI,24,24,18,28,0,0,0,94,BOS,17,24,22,15,0,0,0,78,20070311
2007,IND,18,19,24,27,0,0,0,88,CLE,31,24,27,17,0,0,0,99,20070311
2007,ORL,23,22,21,26,0,0,0,92,HOU,31,27,25,20,0,0,0,103,20070311
2007,DET,27,20,24,27,0,0,0,98,LAC,22,21,14,23,0,0,0,80,20070311
2007,DAL,28,31,26,23,0,0,0,108,LAL,24,11,23,14,0,0,0,72,20070311
2007,WAS,14,29,38,23,0,0,0,104,MIA,28,28,16,34,0,0,0,106,20070311
2007,GSW,25,20,21,21,0,0,0,87,POR,27,25,35,19,0,0,0,106,20070311
2007,DEN,27,32,24,30,0,0,0,113,SAC,29,16,28,28,0,0,0,101,20070311
2007,SEA,19,30,29,28,13,0,0,119,TOR,25,22,24,35,14,0,0,120,20070311
2007,ORL,27,22,28,31,0,0,0,108,CHA,34,28,33,24,0,0,0,119,20070312
2007,DAL,33,18,18,31,0,0,0,100,GSW,33,31,34,19,0,0,0,117,20070312
2007,NJN,28,23,36,26,0,0,0,113,MEM,21,24,30,27,0,0,0,102,20070312
2007,TOR,37,25,24,22,0,0,0,108,MIL,24,22,30,17,0,0,0,93,20070312
2007,HOU,20,22,24,16,0,0,0,82,PHO,30,22,22,29,0,0,0,103,20070312
2007,PHI,22,21,21,28,0,0,0,92,ATL,31,27,28,18,0,0,0,104,20070313
2007,BOS,29,18,22,18,0,0,0,87,CHI,26,24,25,20,0,0,0,95,20070313
2007,SAC,19,32,18,31,0,0,0,100,CLE,25,26,35,38,0,0,0,124,20070313
2007,POR,19,18,34,28,0,0,0,99,DEN,29,26,23,29,0,0,0,107,20070313
2007,UTA,30,18,26,12,0,0,0,86,MIA,18,17,25,28,0,0,0,88,20070313
2007,IND,20,22,25,14,0,0,0,81,MIN,19,16,23,28,0,0,0,86,20070313
2007,NJN,29,23,30,30,0,0,0,112,NOK,25,26,27,30,0,0,0,108,20070313
2007,LAC,22,18,21,23,0,0,0,84,SAS,21,29,22,21,0,0,0,93,20070313
2007,DET,26,22,25,28,0,0,0,101,SEA,18,29,24,26,0,0,0,97,20070313
2007,ATL,25,16,19,28,0,0,0,88,BOS,26,24,36,23,0,0,0,109,20070314
2007,SAC,30,31,19,28,0,0,0,108,CHA,31,25,26,29,0,0,0,111,20070314
2007,PHO,32,28,16,35,9,9,0,129,DAL,18,35,38,20,9,7,0,127,20070314
2007,LAC,18,34,24,29,0,0,0,105,HOU,31,26,30,22,0,0,0,109,20070314
2007,WAS,23,26,35,28,0,0,0,112,IND,24,22,28,22,0,0,0,96,20070314
2007,CLE,36,26,35,21,0,0,0,118,MEM,25,26,12,33,0,0,0,96,20070314
2007,UTA,23,17,24,26,0,0,0,90,ORL,21,21,35,24,0,0,0,101,20070314
2007,CHI,18,24,20,26,0,0,0,88,PHI,28,22,22,15,0,0,0,87,20070314
2007,DET,24,21,23,19,0,0,0,87,POR,14,23,21,17,0,0,0,75,20070314
2007,NYK,19,31,18,26,0,0,0,94,TOR,22,22,35,25,0,0,0,104,20070314
2007,LAL,31,20,21,14,0,0,0,86,DEN,30,21,36,26,0,0,0,113,20070315
2007,SAS,23,20,21,26,0,0,0,90,MIL,23,29,17,32,0,0,0,101,20070315
2007,MIA,23,20,25,25,0,0,0,93,NJN,19,26,15,26,0,0,0,86,20070315
2007,LAC,32,21,26,23,0,0,0,102,CHA,37,16,13,27,0,0,0,93,20070316
2007,BOS,26,28,16,31,0,0,0,101,DAL,29,15,25,37,0,0,0,106,20070316
2007,MIN,21,22,24,19,0,0,0,86,GSW,25,31,29,21,0,0,0,106,20070316
2007,POR,24,19,25,30,13,0,0,111,LAL,16,30,22,30,18,0,0,116,20070316
2007,SAC,17,28,25,27,0,0,0,97,MIA,24,32,28,19,0,0,0,103,20070316
2007,NOK,15,33,16,28,0,0,0,92,NYK,29,25,17,19,0,0,0,90,20070316
2007,UTA,21,18,18,31,0,0,0,88,PHI,24,21,23,21,0,0,0,89,20070316
2007,DET,24,24,27,30,0,0,0,105,PHO,26,17,21,19,0,0,0,83,20070316
2007,HOU,35,27,25,27,0,0,0,114,TOR,18,35,19,28,0,0,0,100,20070316
2007,UTA,20,12,24,17,0,0,0,73,CLE,17,14,29,22,0,0,0,82,20070317
2007,PHO,25,19,29,34,0,0,0,107,DEN,37,33,41,20,0,0,0,131,20070317
2007,ATL,23,21,21,25,0,0,0,90,IND,36,32,16,29,0,0,0,113,20070317
2007,CHI,17,25,35,26,0,0,0,103,MEM,27,27,21,29,0,0,0,104,20070317
2007,CHA,20,27,23,21,0,0,0,91,MIL,24,19,24,30,0,0,0,97,20070317
2007,SAC,21,21,25,28,0,0,0,95,ORL,25,27,12,19,0,0,0,83,20070317
2007,BOS,29,16,30,16,0,0,0,91,SAS,15,25,22,23,0,0,0,85,20070317
2007,GSW,27,32,18,22,0,0,0,99,SEA,16,29,30,23,0,0,0,98,20070317
2007,NOK,30,25,30,18,0,0,0,103,WAS,39,26,30,30,0,0,0,125,20070317
2007,DAL,25,21,21,25,0,0,0,92,DET,22,28,19,19,0,0,0,88,20070318
2007,MIN,22,21,25,34,0,0,0,102,LAL,29,23,35,22,0,0,0,109,20070318
2007,ORL,28,27,21,21,0,0,0,97,MIA,16,21,22,24,0,0,0,83,20070318
2007,LAC,24,21,25,25,0,0,0,95,NJN,27,21,22,31,0,0,0,101,20070318
2007,TOR,22,20,13,19,0,0,0,74,NYK,21,19,35,17,0,0,0,92,20070318
2007,HOU,32,27,34,31,0,0,0,124,PHI,15,25,16,18,0,0,0,74,20070318
2007,SEA,26,21,20,28,0,0,0,95,POR,25,12,24,16,0,0,0,77,20070318
2007,SAC,21,21,8,26,0,0,0,76,ATL,31,22,25,21,0,0,0,99,20070319
2007,BOS,31,9,18,30,0,0,0,88,NOK,26,31,29,20,0,0,0,106,20070319
2007,CLE,24,22,29,19,6,0,0,100,CHA,21,16,32,25,14,0,0,108,20070320
2007,LAC,26,24,21,32,0,0,0,103,CHI,28,17,25,19,0,0,0,89,20070320
2007,PHI,23,18,19,15,0,0,0,75,DET,26,23,21,26,0,0,0,96,20070320
2007,IND,16,21,22,17,0,0,0,76,HOU,18,21,22,25,0,0,0,86,20070320
2007,NOK,30,31,31,22,0,0,0,114,MEM,30,31,20,22,0,0,0,103,20070320
2007,DEN,20,22,31,21,0,0,0,94,NJN,20,29,16,25,0,0,0,90,20070320
2007,DAL,30,16,24,22,0,0,0,92,NYK,23,20,13,21,0,0,0,77,20070320
2007,MIN,22,25,20,23,0,0,0,90,PHO,25,26,33,24,0,0,0,108,20070320
2007,WAS,24,24,22,28,0,0,0,98,POR,19,22,24,35,0,0,0,100,20070320
2007,GSW,28,32,22,18,0,0,0,100,UTA,27,26,23,28,0,0,0,104,20070320
2007,MIA,24,23,22,22,0,0,0,91,ATL,22,14,23,24,0,0,0,83,20070321
2007,CHA,19,20,23,30,0,0,0,92,BOS,31,23,17,13,0,0,0,84,20070321
2007,DAL,22,27,30,19,0,0,0,98,CLE,23,22,21,24,0,0,0,90,20070321
2007,LAC,30,35,25,14,0,0,0,104,MIL,24,28,19,32,0,0,0,103,20070321
2007,MIN,22,21,20,32,0,0,0,95,SAC,28,20,22,19,0,0,0,89,20070321
2007,IND,22,15,13,22,0,0,0,72,SAS,17,25,28,20,0,0,0,90,20070321
2007,WAS,26,21,30,31,0,0,0,108,SEA,19,24,33,30,0,0,0,106,20070321
2007,ORL,17,23,23,22,0,0,0,85,TOR,24,21,22,25,0,0,0,92,20070321
2007,DEN,34,17,33,24,0,0,0,108,CHI,28,27,27,27,0,0,0,109,20070322
2007,DET,15,20,21,29,0,0,0,85,HOU,20,28,25,18,0,0,0,91,20070322
2007,LAL,34,26,32,29,0,0,0,121,MEM,25,29,37,28,0,0,0,119,20070322
2007,POR,26,19,24,23,0,0,0,92,NYK,20,24,18,24,0,0,0,86,20070322
2007,SAC,27,25,21,27,0,0,0,100,PHO,27,30,32,29,0,0,0,118,20070322
2007,POR,15,25,26,22,14,0,0,102,ATL,20,27,17,24,12,0,0,100,20070323
2007,DAL,33,23,34,19,0,0,0,109,BOS,16,35,20,24,0,0,0,95,20070323
2007,NYK,17,21,18,12,0,0,0,68,CLE,25,21,24,20,0,0,0,90,20070323
2007,WAS,37,36,21,34,0,0,0,128,GSW,35,29,38,33,0,0,0,135,20070323
2007,MIA,9,23,17,21,0,0,0,70,IND,33,19,20,23,0,0,0,95,20070323
2007,UTA,16,22,15,19,0,0,0,72,LAC,24,31,26,23,0,0,0,104,20070323
2007,LAL,29,27,31,24,0,0,0,111,NOK,31,26,18,30,0,0,0,105,20070323
2007,NJN,21,20,18,23,0,0,0,82,ORL,21,16,22,31,0,0,0,90,20070323
2007,CHA,23,25,26,23,0,0,0,97,PHI,37,32,17,20,0,0,0,106,20070323
2007,DET,16,31,14,28,0,0,0,89,SAS,27,18,26,19,0,0,0,90,20070323
2007,MIN,19,20,22,21,0,0,0,82,SEA,12,20,22,31,0,0,0,85,20070323
2007,DEN,15,28,21,30,0,0,0,94,TOR,36,36,23,26,0,0,0,121,20070323
2007,NJN,19,29,21,27,17,0,0,113,CHA,25,20,21,30,11,0,0,107,20070324
2007,WAS,25,23,22,35,0,0,0,105,LAC,21,26,32,32,0,0,0,111,20070324
2007,PHI,13,21,27,32,0,0,0,93,MIA,30,19,18,18,0,0,0,85,20070324
2007,MEM,28,17,33,30,0,0,0,108,UTA,32,35,28,23,0,0,0,118,20070324
2007,DAL,39,19,17,29,0,0,0,104,ATL,19,25,23,30,0,0,0,97,20070325
2007,DEN,23,32,26,24,0,0,0,105,CLE,26,27,22,18,0,0,0,93,20070325
2007,CHI,28,22,20,22,0,0,0,92,IND,29,23,19,19,0,0,0,90,20070325
2007,GSW,25,36,27,25,0,0,0,113,LAL,35,30,20,30,0,0,0,115,20070325
2007,DET,22,37,28,34,0,0,0,121,MIL,26,18,28,23,0,0,0,95,20070325
2007,POR,22,25,21,25,0,0,0,93,MIN,22,22,24,26,0,0,0,94,20070325
2007,HOU,30,22,21,21,0,0,0,94,NOK,20,24,31,31,0,0,0,106,20070325
2007,PHO,23,24,33,20,0,0,0,100,SAC,27,27,23,30,0,0,0,107,20070325
2007,SAS,30,23,28,39,0,0,0,120,SEA,23,17,25,14,0,0,0,79,20070325
2007,TOR,19,19,18,31,0,0,0,87,BOS,22,20,23,30,0,0,0,95,20070326
2007,POR,31,14,18,26,0,0,0,89,CHI,25,16,28,31,0,0,0,100,20070326
2007,DEN,13,31,27,27,11,0,0,109,DET,26,16,29,27,15,0,0,113,20070326
2007,SAS,36,37,29,24,0,0,0,126,GSW,30,24,12,23,0,0,0,89,20070326
2007,MIL,20,25,15,27,0,0,0,87,HOU,33,20,28,25,0,0,0,106,20070326
2007,ATL,22,30,17,20,0,0,0,89,MIA,28,29,25,24,0,0,0,106,20070326
2007,ORL,23,22,25,24,0,0,0,94,NYK,21,28,15,25,0,0,0,89,20070326
2007,MEM,27,16,21,23,0,0,0,87,PHO,31,27,22,25,0,0,0,105,20070326
2007,WAS,18,23,30,26,0,0,0,97,UTA,13,22,35,33,0,0,0,103,20070326
2007,CLE,25,27,23,30,0,0,0,105,IND,22,23,27,22,0,0,0,94,20070327
2007,MEM,15,26,27,20,0,0,0,88,LAL,27,22,14,23,0,0,0,86,20070327
2007,SEA,27,25,27,35,0,0,0,114,MIN,36,35,23,12,0,0,0,106,20070327
2007,DAL,30,26,28,21,0,0,0,105,NOK,24,20,15,30,0,0,0,89,20070327
2007,ORL,20,20,23,20,7,6,0,96,BOS,24,26,16,17,7,15,0,105,20070328
2007,ATL,20,24,21,22,0,0,0,87,CHA,25,24,26,26,0,0,0,101,20070328
2007,MIL,28,34,22,19,0,0,0,103,DAL,32,22,27,24,0,0,0,105,20070328
2007,SEA,32,27,22,19,0,0,0,100,DEN,35,19,22,21,0,0,0,97,20070328
2007,HOU,21,21,28,22,0,0,0,92,LAC,29,20,12,26,0,0,0,87,20070328
2007,IND,21,22,23,28,0,0,0,94,NJN,32,28,31,27,0,0,0,118,20070328
2007,CLE,26,20,23,24,0,0,0,93,NYK,24,27,19,27,0,0,0,97,20070328
2007,NOK,18,34,23,13,0,0,0,88,SAS,18,28,20,26,0,0,0,92,20070328
2007,MIA,15,25,16,27,0,0,0,83,TOR,31,27,16,22,0,0,0,96,20070328
2007,MIN,20,34,18,30,0,0,0,102,UTA,27,23,24,34,0,0,0,108,20070328
2007,PHI,25,24,24,35,0,0,0,108,WAS,22,30,31,28,0,0,0,111,20070328
2007,DET,17,24,20,20,0,0,0,81,CHI,25,13,22,23,0,0,0,83,20070329
2007,PHO,33,30,23,33,0,0,0,119,GSW,45,32,32,15,0,0,0,124,20070329
2007,MEM,24,26,19,27,0,0,0,96,POR,24,22,20,26,0,0,0,92,20070329
2007,MIL,20,26,12,23,0,0,0,81,CHA,20,23,30,24,0,0,0,97,20070330
2007,NYK,29,24,23,27,0,0,0,103,DAL,22,35,19,29,0,0,0,105,20070330
2007,NJN,21,21,34,29,0,0,0,105,DET,26,19,26,39,0,0,0,110,20070330
2007,HOU,31,22,22,20,12,0,0,107,LAL,22,26,19,28,9,0,0,104,20070330
2007,MIA,25,22,17,28,0,0,0,92,MIN,14,21,22,20,0,0,0,77,20070330
2007,IND,27,14,15,31,0,0,0,87,ORL,26,25,16,28,0,0,0,95,20070330
2007,BOS,20,11,27,24,0,0,0,82,PHI,25,19,23,21,0,0,0,88,20070330
2007,DEN,36,29,21,22,0,0,0,108,PHO,24,36,35,30,0,0,0,125,20070330
2007,LAC,30,27,21,27,0,0,0,105,SAC,19,31,20,31,0,0,0,101,20070330
2007,UTA,25,21,22,25,0,0,0,93,SAS,23,35,23,21,0,0,0,102,20070330
2007,MEM,28,27,17,21,0,0,0,93,SEA,40,29,32,19,0,0,0,120,20070330
2007,TOR,31,26,20,32,14,0,0,123,WAS,26,28,25,30,9,0,0,118,20070330
2007,CLE,26,33,24,17,12,0,0,112,CHI,30,23,20,27,8,0,0,108,20070331
2007,PHI,21,18,18,25,0,0,0,82,NJN,17,17,27,25,0,0,0,86,20070331
2007,NYK,23,14,26,29,2,0,0,94,NOK,19,32,21,20,11,0,0,103,20070331
2007,LAC,38,27,18,16,0,0,0,99,POR,18,21,27,20,0,0,0,86,20070331
2007,CHI,32,20,23,30,0,0,0,105,ATL,31,25,17,24,0,0,0,97,20070401
2007,CLE,16,33,20,27,0,0,0,96,BOS,28,25,27,18,0,0,0,98,20070401
2007,MIA,24,22,23,19,0,0,0,88,DET,13,28,24,29,0,0,0,94,20070401
2007,MEM,31,25,33,28,0,0,0,117,GSW,32,24,30,36,0,0,0,122,20070401
2007,UTA,20,16,23,27,0,0,0,86,HOU,16,16,29,22,0,0,0,83,20070401
2007,SAS,32,22,22,23,0,0,0,99,IND,26,27,24,23,0,0,0,100,20070401
2007,SAC,27,27,27,22,0,0,0,103,LAL,27,32,28,39,0,0,0,126,20070401
2007,WAS,25,32,31,33,0,0,0,121,MIL,35,16,34,22,0,0,0,107,20070401
